sulfur,S_percent,carbon,nitrogen,N_percent,C_percent,site,type,species,max_forklength,my_rep,details,tray,UID,project,collection
-0.39,0.95,NA,NA,NA,NA,SF,Fish,O.aureus,80,7,NA,NA,TERRG_2020_01_SF_Fish_O.aureus_80_7,TERRG,2020-01-15
-0.28,0.92,NA,NA,NA,NA,SF,Fish,O.aureus,80,8,NA,NA,TERRG_2020_01_SF_Fish_O.aureus_80_8,TERRG,2020-01-15
2.3,0.78,NA,NA,NA,NA,SF,Fish,O.aureus,80,9,NA,NA,TERRG_2020_01_SF_Fish_O.aureus_80_9,TERRG,2020-01-15
2.11,0.77,NA,NA,NA,NA,SF,Fish,O.aureus,80,10,NA,NA,TERRG_2020_01_SF_Fish_O.aureus_80_10,TERRG,2020-01-15
0.68,0.29,-24.04418965,14.43671752,2.45,10.34,SF,Fish,P.latipinna,80,1,NA,NA,TERRG_2020_01_SF_Fish_P.latipinna_80_1,TERRG,2020-01-15
-0.46,0.76,-23.58387179,15.87901173,12.73,42.43,SF,Fish,P.latipinna,80,2,NA,NA,TERRG_2020_01_SF_Fish_P.latipinna_80_2,TERRG,2020-01-15
0.31,0.81,-23.63862325,17.54172633,13.36,44.01,SF,Fish,P.latipinna,80,3,NA,NA,TERRG_2020_01_SF_Fish_P.latipinna_80_3,TERRG,2020-01-15
9.08,0.91,-14.3778644,18.50169747,13.36,41.98,TR,Fish,C.variegatus,80,1,NA,NA,TERRG_2020_01_TR_Fish_C.variegatus_80_1,TERRG,2020-01-15
8.71,0.93,-14.48856415,18.93360078,13.41,42.75,TR,Fish,C.variegatus,80,2,NA,NA,TERRG_2020_01_TR_Fish_C.variegatus_80_2,TERRG,2020-01-15
8.79,0.86,-12.24410138,18.59756386,14.4,45.4,TR,Fish,C.variegatus,80,3,NA,NA,TERRG_2020_01_TR_Fish_C.variegatus_80_3,TERRG,2020-01-15
8.72,0.97,-15.71220331,19.32288084,13.23,41.72,TR,Fish,C.variegatus,80,4,NA,NA,TERRG_2020_01_TR_Fish_C.variegatus_80_4,TERRG,2020-01-15
8.76,0.92,-13.83772262,17.97120109,13.51,44.93,TR,Fish,C.variegatus,80,5,NA,NA,TERRG_2020_01_TR_Fish_C.variegatus_80_5,TERRG,2020-01-15
5.33,0.93,-18.75304341,17.18883251,13.31,42.06,TR,Fish,F.grandis,80,1,NA,NA,TERRG_2020_01_TR_Fish_F.grandis_80_1,TERRG,2020-01-15
8.71,1.05,-17.39011625,17.79531355,14.89,47.43,TR,Fish,F.grandis,80,2,NA,NA,TERRG_2020_01_TR_Fish_F.grandis_80_2,TERRG,2020-01-15
7.49,1.2,-16.89450637,17.83668747,12.9,41.7,TR,Fish,F.grandis,80,3,NA,NA,TERRG_2020_01_TR_Fish_F.grandis_80_3,TERRG,2020-01-15
6.76,1.3,-16.53600168,19.03350364,14.83,47.12,TR,Fish,F.grandis,80,4,NA,NA,TERRG_2020_01_TR_Fish_F.grandis_80_4,TERRG,2020-01-15
7.05,1.17,-16.40151533,18.46701814,14.98,48.13,TR,Fish,F.grandis,120,1,NA,NA,TERRG_2020_01_TR_Fish_F.grandis_120_1,TERRG,2020-01-15
6.88,1.29,-17.25984625,16.73316704,13.99,44.84,TR,Fish,F.grandis,120,2,NA,NA,TERRG_2020_01_TR_Fish_F.grandis_120_2,TERRG,2020-01-15
5.53,0.89,-17.79948491,17.33860692,12.37,39.92,TR,Fish,G.affinis,40,1,NA,NA,TERRG_2020_01_TR_Fish_G.affinis_40_1,TERRG,2020-01-15
4.54,0.84,-20.1881496,16.54811564,13.32,44.64,TR,Fish,G.affinis,80,1,NA,NA,TERRG_2020_01_TR_Fish_G.affinis_80_1,TERRG,2020-01-15
8.01,0.83,-17.03177255,17.73385256,11.73,37.92,TR,Fish,G.affinis,80,2,NA,NA,TERRG_2020_01_TR_Fish_G.affinis_80_2,TERRG,2020-01-15
7.54,0.81,-16.37096975,17.85353254,12.47,40.05,TR,Fish,G.affinis,80,3,NA,NA,TERRG_2020_01_TR_Fish_G.affinis_80_3,TERRG,2020-01-15
2.57,0.9,-19.23240379,16.9345343,12.3,40.5,TR,Fish,H.cyanoguttatus,80,1,NA,NA,TERRG_2020_01_TR_Fish_H.cyanoguttatus_80_1,TERRG,2020-01-15
6.66,1.16,-18.82210381,18.96891997,14.03,46.31,TR,Fish,L.macrochirus,120,1,NA,NA,TERRG_2020_01_TR_Fish_L.macrochirus_120_1,TERRG,2020-01-15
5.7,0.85,-18.2289969,19.12028795,15.54,49.97,TR,Fish,L.macrochirus,120,2,NA,NA,TERRG_2020_01_TR_Fish_L.macrochirus_120_2,TERRG,2020-01-15
6.92,0.97,-18.70327931,17.73577548,13.53,43.51,TR,Fish,L.macrochirus,120,3,NA,NA,TERRG_2020_01_TR_Fish_L.macrochirus_120_3,TERRG,2020-01-15
6.83,0.93,-17.67730257,19.4345151,14.72,48.01,TR,Fish,L.macrochirus,120,4,NA,NA,TERRG_2020_01_TR_Fish_L.macrochirus_120_4,TERRG,2020-01-15
6.09,0.94,NA,NA,NA,NA,TR,Fish,O.aureus,40,1,NA,NA,TERRG_2020_01_TR_Fish_O.aureus_40_1,TERRG,2020-01-15
2.33,0.69,NA,NA,NA,NA,TR,Fish,O.aureus,40,2,NA,NA,TERRG_2020_01_TR_Fish_O.aureus_40_2,TERRG,2020-01-15
6.45,1.04,-17.09153161,16.99609061,14.84,46.75,TR,Fish,O.aureus,120,1,NA,NA,TERRG_2020_01_TR_Fish_O.aureus_120_1,TERRG,2020-01-15
5.7,0.91,-14.57082727,19.39577768,12.57,40.06,TR,Fish,P.latipinna,40,1,NA,NA,TERRG_2020_01_TR_Fish_P.latipinna_40_1,TERRG,2020-01-15
8.88,0.93,-14.57082727,19.39577768,12.57,40.06,TR,Fish,P.latipinna,40,1,NA,NA,TERRG_2020_01_TR_Fish_P.latipinna_40_1,TERRG,2020-01-15
6.02,0.94,-18.02790929,17.21506963,13.43,42.79,TR,Fish,P.latipinna,40,2,NA,NA,TERRG_2020_01_TR_Fish_P.latipinna_40_2,TERRG,2020-01-15
6.31,0.87,NA,NA,NA,NA,TR,Fish,P.latipinna,80,1,NA,NA,TERRG_2020_01_TR_Fish_P.latipinna_80_1,TERRG,2020-01-15
6.24,0.86,NA,NA,NA,NA,TR,Fish,P.latipinna,80,2,NA,NA,TERRG_2020_01_TR_Fish_P.latipinna_80_2,TERRG,2020-01-15
2.15,0.9,NA,NA,NA,NA,TR,Fish,P.latipinna,80,1,NA,NA,TERRG_2020_01_TR_Fish_P.latipinna_80_1,TERRG,2020-01-15
5.83,0.9,-25.73169188,13.82173082,11.4,39.87,UN,Fish,G.affinis,80,1,NA,NA,TERRG_2020_01_UN_Fish_G.affinis_80_1,TERRG,2020-01-15
5.77,0.88,-26.42621593,14.388186,11.78,39.62,UN,Fish,G.affinis,80,2,NA,NA,TERRG_2020_01_UN_Fish_G.affinis_80_2,TERRG,2020-01-15
5.79,0.89,-25.1471511,13.62387324,11.4,41.59,UN,Fish,G.affinis,80,3,NA,NA,TERRG_2020_01_UN_Fish_G.affinis_80_3,TERRG,2020-01-15
5.77,1.03,-22.43932198,12.77117741,15.63,48.95,UN,Fish,L.megalotis,160,1,NA,NA,TERRG_2020_01_UN_Fish_L.megalotis_160_1,TERRG,2020-01-15
7.09,0.84,-29.29684286,14.52562459,11.67,44.17,WM,Fish,E.gracile,80,1,NA,NA,TERRG_2020_01_WM_Fish_E.gracile_80_1,TERRG,2020-01-15
6.98,0.8,-29.9108091,14.47936174,11.2,44.81,WM,Fish,E.gracile,80,2,NA,NA,TERRG_2020_01_WM_Fish_E.gracile_80_2,TERRG,2020-01-15
7.22,0.87,-29.50760739,14.54372744,11.74,44.79,WM,Fish,E.gracile,80,3,NA,NA,TERRG_2020_01_WM_Fish_E.gracile_80_3,TERRG,2020-01-15
6.48,0.7,-28.08504277,13.93785581,8.3,38.14,WM,Fish,G.affinis,40,1,NA,NA,TERRG_2020_01_WM_Fish_G.affinis_40_1,TERRG,2020-01-15
5.84,0.72,-30.25628123,9.895382705,9.12,38.76,WM,Fish,G.affinis,40,2,NA,NA,TERRG_2020_01_WM_Fish_G.affinis_40_2,TERRG,2020-01-15
6.35,0.74,-27.66357909,14.16745043,10.68,45.36,WM,Fish,G.affinis,40,3,NA,NA,TERRG_2020_01_WM_Fish_G.affinis_40_3,TERRG,2020-01-15
6.79,0.88,-29.82019054,14.86756738,12.89,47.1,WM,Fish,L.cyanellus,80,1,NA,NA,TERRG_2020_01_WM_Fish_L.cyanellus_80_1,TERRG,2020-01-15
6.79,0.83,-27.34701639,14.78509883,12.59,44.1,WM,Fish,L.cyanellus,80,2,NA,NA,TERRG_2020_01_WM_Fish_L.cyanellus_80_2,TERRG,2020-01-15
7.35,0.92,-28.46193022,14.46729317,11.66,40.25,WM,Fish,L.cyanellus,80,3,NA,NA,TERRG_2020_01_WM_Fish_L.cyanellus_80_3,TERRG,2020-01-15
5.95,0.92,-27.96287938,15.17685762,12.75,43.19,WM,Fish,L.cyanellus,80,4,NA,NA,TERRG_2020_01_WM_Fish_L.cyanellus_80_4,TERRG,2020-01-15
6.45,0.9,-29.12797664,14.92355348,13.72,47.75,WM,Fish,L.cyanellus,80,5,NA,NA,TERRG_2020_01_WM_Fish_L.cyanellus_80_5,TERRG,2020-01-15
6.79,0.95,-29.15752916,15.58522415,12.77,44.43,WM,Fish,L.cyanellus,80,6,NA,NA,TERRG_2020_01_WM_Fish_L.cyanellus_80_6,TERRG,2020-01-15
6.64,0.87,-26.85014155,15.32013873,14.25,46.13,WM,Fish,L.gulosus,80,1,NA,NA,TERRG_2020_01_WM_Fish_L.gulosus_80_1,TERRG,2020-01-15
6.94,0.88,NA,NA,NA,NA,WM,Fish,L.gulosus,80,2,NA,NA,TERRG_2020_01_WM_Fish_L.gulosus_80_2,TERRG,2020-01-15
6.59,0.87,-27.61683572,14.72073313,13.62,47.49,WM,Fish,L.gulosus,120,1,NA,NA,TERRG_2020_01_WM_Fish_L.gulosus_120_1,TERRG,2020-01-15
4.75,0.95,-28.57166025,14.64484541,13.69,45.93,WM,Fish,L.humilis,80,1,NA,NA,TERRG_2020_01_WM_Fish_L.humilis_80_1,TERRG,2020-01-15
6.53,0.61,-28.35705705,14.71771598,10.78,38.46,WM,Fish,L.macrochirus,40,1,NA,NA,TERRG_2020_01_WM_Fish_L.macrochirus_40_1,TERRG,2020-01-15
6.71,0.8,-28.17174717,15.32215016,12.1,43.65,WM,Fish,L.macrochirus,40,2,NA,NA,TERRG_2020_01_WM_Fish_L.macrochirus_40_2,TERRG,2020-01-15
7.09,0.8,-28.41407547,14.71369313,11.13,40.67,WM,Fish,L.macrochirus,40,3,NA,NA,TERRG_2020_01_WM_Fish_L.macrochirus_40_3,TERRG,2020-01-15
6.47,0.84,-27.42236217,15.16727018,12.63,45.44,WM,Fish,L.macrochirus,80,1,NA,NA,TERRG_2020_01_WM_Fish_L.macrochirus_80_1,TERRG,2020-01-15
6.26,0.91,-29.09594478,14.90882865,16,53.01,WM,Fish,L.macrochirus,120,1,NA,NA,TERRG_2020_01_WM_Fish_L.macrochirus_120_1,TERRG,2020-01-15
7.02,0.86,-28.7631558,15.06034604,13.71,46.1,WM,Fish,L.macrochirus,120,2,NA,NA,TERRG_2020_01_WM_Fish_L.macrochirus_120_2,TERRG,2020-01-15
7.05,0.95,-28.33107748,15.22449711,13.1,42.92,WM,Fish,L.macrochirus,120,3,NA,NA,TERRG_2020_01_WM_Fish_L.macrochirus_120_3,TERRG,2020-01-15
6.55,0.94,-26.82370581,14.85926858,14.55,47.4,WM,Fish,L.macrochirus,160,1,NA,NA,TERRG_2020_01_WM_Fish_L.macrochirus_160_1,TERRG,2020-01-15
6.85,0.92,-27.9995284,15.06762317,14.48,47.92,WM,Fish,L.megalotis,80,1,NA,NA,TERRG_2020_01_WM_Fish_L.megalotis_80_1,TERRG,2020-01-15
7.14,0.87,-27.69208388,15.26586346,13.09,44,WM,Fish,L.megalotis,80,2,NA,NA,TERRG_2020_01_WM_Fish_L.megalotis_80_2,TERRG,2020-01-15
6.91,0.92,-26.17420381,15.42769227,13.28,43.5,WM,Fish,L.megalotis,80,3,NA,NA,TERRG_2020_01_WM_Fish_L.megalotis_80_3,TERRG,2020-01-15
6.49,0.92,-26.77382243,14.67114259,14.25,46.79,WM,Fish,L.megalotis,80,4,NA,NA,TERRG_2020_01_WM_Fish_L.megalotis_80_4,TERRG,2020-01-15
6,0.98,-26.51117115,14.9270344,13.1,43.27,WM,Fish,L.megalotis,80,5,NA,NA,TERRG_2020_01_WM_Fish_L.megalotis_80_5,TERRG,2020-01-15
6.74,0.94,NA,NA,NA,NA,WM,Fish,L.megalotis,80,6,NA,NA,TERRG_2020_01_WM_Fish_L.megalotis_80_6,TERRG,2020-01-15
5.6,0.9,-26.27295255,14.72373696,11.83,39.31,WM,Fish,L.megalotis,120,1,NA,NA,TERRG_2020_01_WM_Fish_L.megalotis_120_1,TERRG,2020-01-15
NA,NA,-27.25025963,20.53035687,11.86,42.29,AR,Fish,C.lutrensis,40,1,NA,NA,TERRG_2020_01_AR_Fish_C.lutrensis_40_1,TERRG,2020-01-15
NA,NA,-27.18450491,19.63090261,11.58,45.77,AR,Fish,C.lutrensis,40,2,NA,NA,TERRG_2020_01_AR_Fish_C.lutrensis_40_2,TERRG,2020-01-15
NA,NA,-25.90079408,18.95176493,12.4,44.96,AR,Fish,C.lutrensis,40,3,NA,NA,TERRG_2020_01_AR_Fish_C.lutrensis_40_3,TERRG,2020-01-15
NA,NA,-25.47424459,19.38467736,13.28,48.07,AR,Fish,C.lutrensis,40,4,NA,NA,TERRG_2020_01_AR_Fish_C.lutrensis_40_4,TERRG,2020-01-15
NA,NA,-25.89711932,18.43684672,11.54,47.06,AR,Fish,C.lutrensis,40,5,NA,NA,TERRG_2020_01_AR_Fish_C.lutrensis_40_5,TERRG,2020-01-15
NA,NA,-27.37949896,17.85989723,14.86,48.22,AR,Fish,I.punctatus,120,2,NA,NA,TERRG_2020_01_AR_Fish_I.punctatus_120_2,TERRG,2020-01-15
NA,NA,-25.18784708,19.31403897,14.95,48.51,AR,Fish,L.megalotis,80,5,NA,NA,TERRG_2020_01_AR_Fish_L.megalotis_80_5,TERRG,2020-01-15
NA,NA,-25.00754348,18.12517621,15.91,50.56,EM,Fish,L.gulosus,120,2,NA,NA,TERRG_2020_01_EM_Fish_L.gulosus_120_2,TERRG,2020-01-15
NA,NA,-24.14730964,16.23076773,12.97,42.07,EM,Fish,L.megalotis,120,4,NA,NA,TERRG_2020_01_EM_Fish_L.megalotis_120_4,TERRG,2020-01-15
NA,NA,-29.96665695,11.50779264,12.48,43.6,GC,Fish,C.lutrensis,80,1,NA,NA,TERRG_2020_01_GC_Fish_C.lutrensis_80_1,TERRG,2020-01-15
NA,NA,-30.59846958,10.35974843,8.83,39.14,GC,Fish,C.lutrensis,80,2,NA,NA,TERRG_2020_01_GC_Fish_C.lutrensis_80_2,TERRG,2020-01-15
NA,NA,-30.55668842,11.12983987,10.52,45.31,GC,Fish,L.gulosus,40,1,NA,NA,TERRG_2020_01_GC_Fish_L.gulosus_40_1,TERRG,2020-01-15
NA,NA,-22.21712816,12.9850887,10.61,34.42,LN,Fish,C.variegatus,40,1,NA,NA,TERRG_2020_01_LN_Fish_C.variegatus_40_1,TERRG,2020-01-15
NA,NA,-21.03873689,12.92030246,8.43,31.94,LN,Fish,M.salmoides,80,1,NA,NA,TERRG_2020_01_LN_Fish_M.salmoides_80_1,TERRG,2020-01-15
NA,NA,-29.45177453,13.17392303,14.12,45.6,MR,Fish,L.cyanellus,80,2,NA,NA,TERRG_2020_01_MR_Fish_L.cyanellus_80_2,TERRG,2020-01-15
NA,NA,-27.58309286,13.92547445,15.02,48.07,MR,Fish,L.gulosus,200,1,NA,NA,TERRG_2020_01_MR_Fish_L.gulosus_200_1,TERRG,2020-01-15
NA,NA,-23.5395468,16.52205958,13.13,45.03,PD,Fish,I.punctatus,120,3,NA,NA,TERRG_2020_01_PD_Fish_I.punctatus_120_3,TERRG,2020-01-15
NA,NA,-25.06501382,15.82739764,14.31,48.37,PD,Fish,I.punctatus,120,4,NA,NA,TERRG_2020_01_PD_Fish_I.punctatus_120_4,TERRG,2020-01-15
NA,NA,-22.11791362,11.41761088,14.99,48.69,PD,Fish,L.cyanellus,40,1,NA,NA,TERRG_2020_01_PD_Fish_L.cyanellus_40_1,TERRG,2020-01-15
NA,NA,-23.0218133,16.90653894,14.54,46.28,PD,Fish,L.gulosus,160,2,NA,NA,TERRG_2020_01_PD_Fish_L.gulosus_160_2,TERRG,2020-01-15
NA,NA,-23.92715137,11.86725957,10.25,31.83,PD,Fish,L.macrochirus,40,1,NA,NA,TERRG_2020_01_PD_Fish_L.macrochirus_40_1,TERRG,2020-01-15
NA,NA,-25.13085728,11.07683363,11.45,36.52,PL,Fish,C.lutrensis,80,1,NA,NA,TERRG_2020_01_PL_Fish_C.lutrensis_80_1,TERRG,2020-01-15
NA,NA,-25.2510242,15.61650991,10.93,45.2,PL,Fish,C.lutrensis,80,2,NA,NA,TERRG_2020_01_PL_Fish_C.lutrensis_80_2,TERRG,2020-01-15
NA,NA,-26.72301244,16.25094794,11.22,45.35,PL,Fish,G.affinis,40,1,NA,NA,TERRG_2020_01_PL_Fish_G.affinis_40_1,TERRG,2020-01-15
NA,NA,-24.66758329,16.65828578,10.97,43.64,PL,Fish,G.affinis,40,2,NA,NA,TERRG_2020_01_PL_Fish_G.affinis_40_2,TERRG,2020-01-15
NA,NA,-23.86808628,16.57265412,13.25,43.6,PL,Fish,L.gulosus,80,1,NA,NA,TERRG_2020_01_PL_Fish_L.gulosus_80_1,TERRG,2020-01-15
NA,NA,-24.48313477,17.02205265,9.63,36.66,PL,Fish,L.macrochirus,40,1,NA,NA,TERRG_2020_01_PL_Fish_L.macrochirus_40_1,TERRG,2020-01-15
NA,NA,-23.23407078,16.41848814,12.47,42.17,SF,Fish,A.mexicanus,80,1,NA,NA,TERRG_2020_01_SF_Fish_A.mexicanus_80_1,TERRG,2020-01-15
NA,NA,-23.9458398,15.45427471,12.59,40.18,SF,Fish,A.mexicanus,80,2,NA,NA,TERRG_2020_01_SF_Fish_A.mexicanus_80_2,TERRG,2020-01-15
NA,NA,-26.64387022,14.85642212,13.4,44.47,SF,Fish,A.mexicanus,80,3,NA,NA,TERRG_2020_01_SF_Fish_A.mexicanus_80_3,TERRG,2020-01-15
NA,NA,-24.69613762,18.12951406,12.81,46,SF,Fish,A.mexicanus,80,4,NA,NA,TERRG_2020_01_SF_Fish_A.mexicanus_80_4,TERRG,2020-01-15
NA,NA,-23.96915986,16.00280949,12.39,40.59,SF,Fish,A.mexicanus,80,5,NA,NA,TERRG_2020_01_SF_Fish_A.mexicanus_80_5,TERRG,2020-01-15
NA,NA,-23.00492577,16.23027529,12.82,45.89,SF,Fish,A.mexicanus,80,6,NA,NA,TERRG_2020_01_SF_Fish_A.mexicanus_80_6,TERRG,2020-01-15
NA,NA,-22.67134741,15.24995808,13.35,43.65,SF,Fish,A.mexicanus,80,7,NA,NA,TERRG_2020_01_SF_Fish_A.mexicanus_80_7,TERRG,2020-01-15
NA,NA,-23.94482588,14.78496162,11.64,44.7,SF,Fish,A.mexicanus,80,8,NA,NA,TERRG_2020_01_SF_Fish_A.mexicanus_80_8,TERRG,2020-01-15
NA,NA,-23.68323556,16.40741679,13.65,47.98,SF,Fish,A.mexicanus,80,9,NA,NA,TERRG_2020_01_SF_Fish_A.mexicanus_80_9,TERRG,2020-01-15
NA,NA,-23.42468698,15.88605713,13.75,48.37,SF,Fish,A.mexicanus,80,10,NA,NA,TERRG_2020_01_SF_Fish_A.mexicanus_80_10,TERRG,2020-01-15
NA,NA,-24.00566084,15.90518036,12.7,42.3,SF,Fish,H.cyanoguttatus,80,5,NA,NA,TERRG_2020_01_SF_Fish_H.cyanoguttatus_80_5,TERRG,2020-01-15
NA,NA,-23.93874238,16.92173106,13,42.35,SF,Fish,H.cyanoguttatus,80,6,NA,NA,TERRG_2020_01_SF_Fish_H.cyanoguttatus_80_6,TERRG,2020-01-15
NA,NA,-23.82214205,16.23430123,14.8,47.48,SF,Fish,H.cyanoguttatus,80,7,NA,NA,TERRG_2020_01_SF_Fish_H.cyanoguttatus_80_7,TERRG,2020-01-15
NA,NA,-24.81679362,14.62493038,12.17,38.82,SF,Fish,H.cyanoguttatus,80,8,NA,NA,TERRG_2020_01_SF_Fish_H.cyanoguttatus_80_8,TERRG,2020-01-15
NA,NA,-18.03197166,17.98502809,12.56,38.96,TR,Fish,A.mexicanus,40,1,NA,NA,TERRG_2020_01_TR_Fish_A.mexicanus_40_1,TERRG,2020-01-15
NA,NA,-19.27585482,17.19478981,12.85,40.68,TR,Fish,A.mexicanus,40,2,NA,NA,TERRG_2020_01_TR_Fish_A.mexicanus_40_2,TERRG,2020-01-15
NA,NA,-19.46084578,16.87638939,12.7,41.82,TR,Fish,H.cyanoguttatus,80,2,NA,NA,TERRG_2020_01_TR_Fish_H.cyanoguttatus_80_2,TERRG,2020-01-15
NA,NA,-20.53134853,16.2442963,11.59,39.32,TR,Fish,L.gulosus,80,1,NA,NA,TERRG_2020_01_TR_Fish_L.gulosus_80_1,TERRG,2020-01-15
NA,NA,-16.89247518,17.19690547,13.11,43.11,TR,Fish,P.latipinna,40,3,NA,NA,TERRG_2020_01_TR_Fish_P.latipinna_40_3,TERRG,2020-01-15
NA,NA,-16.53904846,18.13740519,12.92,45.01,TR,Fish,P.latipinna,80,4,NA,NA,TERRG_2020_01_TR_Fish_P.latipinna_80_4,TERRG,2020-01-15
NA,NA,-16.83560192,17.68632861,13.27,43.84,TR,Fish,P.latipinna,80,5,NA,NA,TERRG_2020_01_TR_Fish_P.latipinna_80_5,TERRG,2020-01-15
NA,NA,-27.74410899,15.67415009,14.22,47.04,WM,Fish,L.gulosus,120,2,NA,NA,TERRG_2020_01_WM_Fish_L.gulosus_120_2,TERRG,2020-01-15
NA,NA,-29.178165449093612,14.470431788438695,13.79,46.14,SF,Fish,A.mexicanus,64,2,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_A.mexicanus_64_2,TERRG,2020-05-15
NA,NA,-25.051534757364767,15.458284116594873,13.42,44.45,SF,Fish,A.mexicanus,60,1,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_A.mexicanus_60_1,TERRG,2020-05-15
NA,NA,-23.948781191255765,16.775420554136442,13.56,44.72,SF,Fish,A.mexicanus,63,1,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_A.mexicanus_63_1,TERRG,2020-05-15
NA,NA,-23.706339080710467,15.78454727084829,13.37,44.18,SF,Fish,A.mexicanus,66,1,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_A.mexicanus_66_1,TERRG,2020-05-15
NA,NA,-23.855691604506305,16.47131107085085,11.21,38.91,SF,Fish,A.mexicanus,62,4,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_A.mexicanus_62_4,TERRG,2020-05-15
NA,NA,-25.68270261477594,16.368598596363665,13.3,45,SF,Fish,A.mexicanus,65,3,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_A.mexicanus_65_3,TERRG,2020-05-15
NA,NA,-22.90842441917434,16.499047293479073,14.43,46.15,TR,Fish,A.mexicanus,81,1,NA,Terrg 21-45.xlsx,TERRG_2020_05_TR_Fish_A.mexicanus_81_1,TERRG,2020-05-15
NA,NA,-24.20378091376962,16.434402693659642,13.23,45.64,PL,Fish,A.natalis,40,5,NA,Terrg 21-42.xlsx,TERRG_2020_05_PL_Fish_A.natalis_40_5,TERRG,2020-05-15
NA,NA,-24.372587577600022,15.421984834592159,13.99,46.89,PL,Fish,A.natalis,41,4,NA,Terrg 21-42.xlsx,TERRG_2020_05_PL_Fish_A.natalis_41_4,TERRG,2020-05-15
NA,NA,-25.41611968127888,15.333335310614112,13.57,45.65,PL,Fish,A.natalis,43,6,NA,Terrg 21-42.xlsx,TERRG_2020_05_PL_Fish_A.natalis_43_6,TERRG,2020-05-15
NA,NA,-24.902538194958503,15.250730072361838,14.5,47.34,PL,Fish,A.natalis,53,3,NA,Terrg 21-42.xlsx,TERRG_2020_05_PL_Fish_A.natalis_53_3,TERRG,2020-05-15
NA,NA,-24.032928108559453,15.81284864485901,14.22,45.67,PL,Fish,A.natalis,136,2,NA,Terrg 21-42.xlsx,TERRG_2020_05_PL_Fish_A.natalis_136_2,TERRG,2020-05-15
NA,NA,-22.02668648570236,15.815870787721897,14.18,45.99,PL,Fish,A.natalis,142,1,NA,Terrg 21-42.xlsx,TERRG_2020_05_PL_Fish_A.natalis_142_1,TERRG,2020-05-15
NA,NA,-29.61937280818784,21.476185740814472,12.92,45.09,AR,Fish,C.lutrensis,35,3,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_C.lutrensis_35_3,TERRG,2020-05-15
NA,NA,-29.462927937942347,21.26804842763702,12.8,47.68,AR,Fish,C.lutrensis,35,10,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_C.lutrensis_35_10,TERRG,2020-05-15
NA,NA,-26.169405538852637,16.580434156944854,11.35,43.62,AR,Fish,C.lutrensis,38,2,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_C.lutrensis_38_2,TERRG,2020-05-15
NA,NA,-26.4505972990978,17.77998881694823,12.98,45.71,AR,Fish,C.lutrensis,38,5,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_C.lutrensis_38_5,TERRG,2020-05-15
NA,NA,-26.950607374588294,16.656851721203243,11.19,41.58,AR,Fish,C.lutrensis,38,6,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_C.lutrensis_38_6,TERRG,2020-05-15
NA,NA,-27.97414538188069,17.89562065760237,13.45,48.84,AR,Fish,C.lutrensis,38,9,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_C.lutrensis_38_9,TERRG,2020-05-15
NA,NA,-24.77539913583076,16.504838307344826,12.69,45.34,PL,Fish,C.lutrensis,39,8,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_C.lutrensis_39_8,TERRG,2020-05-15
NA,NA,-25.73585897032919,17.640225113896705,12.53,44.48,AR,Fish,C.lutrensis,40,4,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_C.lutrensis_40_4,TERRG,2020-05-15
NA,NA,-25.163441894948697,16.579340137852142,11.52,45.72,PL,Fish,C.lutrensis,40,5,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_C.lutrensis_40_5,TERRG,2020-05-15
NA,NA,-25.034775085346432,17.586121631194217,12.7,48.42,PL,Fish,C.lutrensis,40,7,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_C.lutrensis_40_7,TERRG,2020-05-15
NA,NA,-24.548700471293436,16.33569901646336,12.78,42.9,PL,Fish,C.lutrensis,42,6,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_C.lutrensis_42_6,TERRG,2020-05-15
NA,NA,-24.725613664430206,17.10128018702176,12.98,46.1,AR,Fish,C.lutrensis,43,1,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_C.lutrensis_43_1,TERRG,2020-05-15
NA,NA,-24.477142399922656,16.135000196859774,12.38,44.38,AR,Fish,C.lutrensis,45,7,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_C.lutrensis_45_7,TERRG,2020-05-15
NA,NA,-25.059283049080193,16.073935828194415,12.83,45.16,PL,Fish,C.lutrensis,45,1,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_C.lutrensis_45_1,TERRG,2020-05-15
